,Sale ID,Index,ITEM_CODE,EMP_ID,Attribute,Year,Value,Period,Category
2518,2519,78,PROD_007,EMP290,W37,2019,6,W37 2019,Product
2519,2520,80,PROD_008,EMP290,W37,2019,14,W37 2019,Product
2520,2521,81,ESP_001,EMP234,W37,2019,5,W37 2019,Warranty
2521,2522,83,ESP_001,EMP244,W37,2019,7,W37 2019,Warranty
2522,2523,85,ESP_001,EMP256,W37,2019,5,W37 2019,Warranty
2523,2524,87,ESP_001,EMP267,W37,2019,5,W37 2019,Warranty
2524,2525,89,ESP_001,EMP290,W37,2019,0,W37 2019,Warranty
2525,2526,91,ESP_002,EMP234,W37,2019,4,W37 2019,Warranty
2526,2527,93,ESP_002,EMP244,W37,2019,6,W37 2019,Warranty
2527,2528,95,ESP_002,EMP256,W37,2019,2,W37 2019,Warranty
2528,2529,97,ESP_002,EMP267,W37,2019,2,W37 2019,Warranty
2529,2530,99,ESP_002,EMP290,W37,2019,0,W37 2019,Warranty
2530,2531,101,ESP_003,EMP234,W37,2019,4,W37 2019,Warranty
2531,2532,103,ESP_003,EMP244,W37,2019,6,W37 2019,Warranty
2532,2533,105,ESP_003,EMP256,W37,2019,4,W37 2019,Warranty
2533,2534,107,ESP_003,EMP267,W37,2019,4,W37 2019,Warranty
2534,2535,109,ESP_003,EMP290,W37,2019,0,W37 2019,Warranty
2535,2536,111,ESP_004,EMP234,W37,2019,5,W37 2019,Warranty
2536,2537,113,ESP_004,EMP244,W37,2019,4,W37 2019,Warranty
2537,2538,115,ESP_004,EMP256,W37,2019,2,W37 2019,Warranty
2538,2539,117,ESP_004,EMP267,W37,2019,3,W37 2019,Warranty
2539,2540,119,ESP_004,EMP290,W37,2019,1,W37 2019,Warranty
2540,2541,121,ESP_005,EMP234,W37,2019,3,W37 2019,Warranty
2541,2542,123,ESP_005,EMP244,W37,2019,9,W37 2019,Warranty
2542,2543,125,ESP_005,EMP256,W37,2019,3,W37 2019,Warranty
2543,2544,127,ESP_005,EMP267,W37,2019,4,W37 2019,Warranty
2544,2545,129,ESP_005,EMP290,W37,2019,1,W37 2019,Warranty
2545,2546,131,ESP_006,EMP234,W37,2019,5,W37 2019,Warranty
2546,2547,133,ESP_006,EMP244,W37,2019,12,W37 2019,Warranty
2547,2548,135,ESP_006,EMP256,W37,2019,5,W37 2019,Warranty
2548,2549,137,ESP_006,EMP267,W37,2019,10,W37 2019,Warranty
2549,2550,139,ESP_006,EMP290,W37,2019,2,W37 2019,Warranty
2550,2551,141,ESP_007,EMP234,W37,2019,3,W37 2019,Warranty
2551,2552,143,ESP_007,EMP244,W37,2019,5,W37 2019,Warranty
2552,2553,145,ESP_007,EMP256,W37,2019,1,W37 2019,Warranty
2553,2554,147,ESP_007,EMP267,W37,2019,3,W37 2019,Warranty
2554,2555,149,ESP_007,EMP290,W37,2019,1,W37 2019,Warranty
2555,2556,151,ESP_008,EMP234,W37,2019,4,W37 2019,Warranty
2556,2557,153,ESP_008,EMP244,W37,2019,5,W37 2019,Warranty
2557,2558,155,ESP_008,EMP256,W37,2019,2,W37 2019,Warranty
2558,2559,157,ESP_008,EMP267,W37,2019,4,W37 2019,Warranty
2559,2560,159,ESP_008,EMP290,W37,2019,0,W37 2019,Warranty
2560,2561,2,PROD_001,EMP244,W38,2019,36,W38 2019,Product
2561,2562,4,PROD_002,EMP244,W38,2019,41,W38 2019,Product
2562,2563,6,PROD_003,EMP267,W38,2019,39,W38 2019,Product
2563,2564,8,PROD_001,EMP267,W38,2019,32,W38 2019,Product
2564,2565,10,PROD_004,EMP267,W38,2019,21,W38 2019,Product
2565,2566,12,PROD_002,EMP267,W38,2019,42,W38 2019,Product
2566,2567,14,PROD_005,EMP267,W38,2019,28,W38 2019,Product
2567,2568,16,PROD_003,EMP244,W38,2019,23,W38 2019,Product
2568,2569,18,PROD_006,EMP267,W38,2019,35,W38 2019,Product
2569,2570,20,PROD_004,EMP244,W38,2019,36,W38 2019,Product
2570,2571,22,PROD_001,EMP234,W38,2019,38,W38 2019,Product
2571,2572,24,PROD_007,EMP267,W38,2019,31,W38 2019,Product
2572,2573,26,PROD_005,EMP244,W38,2019,31,W38 2019,Product
2573,2574,28,PROD_002,EMP234,W38,2019,33,W38 2019,Product
2574,2575,30,PROD_008,EMP267,W38,2019,36,W38 2019,Product
2575,2576,32,PROD_006,EMP244,W38,2019,25,W38 2019,Product
2576,2577,34,PROD_003,EMP234,W38,2019,24,W38 2019,Product
2577,2578,36,PROD_007,EMP244,W38,2019,27,W38 2019,Product
2578,2579,38,PROD_004,EMP234,W38,2019,23,W38 2019,Product
2579,2580,40,PROD_001,EMP256,W38,2019,30,W38 2019,Product
2580,2581,42,PROD_008,EMP244,W38,2019,16,W38 2019,Product
2581,2582,44,PROD_005,EMP234,W38,2019,13,W38 2019,Product
2582,2583,46,PROD_002,EMP256,W38,2019,11,W38 2019,Product
2583,2584,48,PROD_006,EMP234,W38,2019,24,W38 2019,Product
2584,2585,50,PROD_003,EMP256,W38,2019,13,W38 2019,Product
2585,2586,52,PROD_007,EMP234,W38,2019,17,W38 2019,Product
2586,2587,54,PROD_004,EMP256,W38,2019,18,W38 2019,Product
2587,2588,56,PROD_001,EMP290,W38,2019,12,W38 2019,Product
2588,2589,58,PROD_008,EMP234,W38,2019,14,W38 2019,Product
2589,2590,60,PROD_005,EMP256,W38,2019,15,W38 2019,Product
2590,2591,62,PROD_002,EMP290,W38,2019,7,W38 2019,Product
2591,2592,64,PROD_006,EMP256,W38,2019,15,W38 2019,Product
2592,2593,66,PROD_003,EMP290,W38,2019,9,W38 2019,Product
2593,2594,68,PROD_007,EMP256,W38,2019,10,W38 2019,Product
2594,2595,70,PROD_004,EMP290,W38,2019,6,W38 2019,Product
2595,2596,72,PROD_008,EMP256,W38,2019,9,W38 2019,Product
2596,2597,74,PROD_005,EMP290,W38,2019,10,W38 2019,Product
2597,2598,76,PROD_006,EMP290,W38,2019,12,W38 2019,Product
2598,2599,78,PROD_007,EMP290,W38,2019,12,W38 2019,Product
2599,2600,80,PROD_008,EMP290,W38,2019,9,W38 2019,Product
2600,2601,81,ESP_001,EMP234,W38,2019,5,W38 2019,Warranty
2601,2602,83,ESP_001,EMP244,W38,2019,10,W38 2019,Warranty
2602,2603,85,ESP_001,EMP256,W38,2019,4,W38 2019,Warranty
2603,2604,87,ESP_001,EMP267,W38,2019,4,W38 2019,Warranty
2604,2605,89,ESP_001,EMP290,W38,2019,0,W38 2019,Warranty
2605,2606,91,ESP_002,EMP234,W38,2019,3,W38 2019,Warranty
2606,2607,93,ESP_002,EMP244,W38,2019,8,W38 2019,Warranty
2607,2608,95,ESP_002,EMP256,W38,2019,1,W38 2019,Warranty
2608,2609,97,ESP_002,EMP267,W38,2019,2,W38 2019,Warranty
2609,2610,99,ESP_002,EMP290,W38,2019,0,W38 2019,Warranty
2610,2611,101,ESP_003,EMP234,W38,2019,3,W38 2019,Warranty
2611,2612,103,ESP_003,EMP244,W38,2019,4,W38 2019,Warranty
2612,2613,105,ESP_003,EMP256,W38,2019,2,W38 2019,Warranty
2613,2614,107,ESP_003,EMP267,W38,2019,4,W38 2019,Warranty
2614,2615,109,ESP_003,EMP290,W38,2019,0,W38 2019,Warranty
2615,2616,111,ESP_004,EMP234,W38,2019,3,W38 2019,Warranty
2616,2617,113,ESP_004,EMP244,W38,2019,7,W38 2019,Warranty
2617,2618,115,ESP_004,EMP256,W38,2019,3,W38 2019,Warranty
2618,2619,117,ESP_004,EMP267,W38,2019,2,W38 2019,Warranty
2619,2620,119,ESP_004,EMP290,W38,2019,1,W38 2019,Warranty
2620,2621,121,ESP_005,EMP234,W38,2019,2,W38 2019,Warranty
2621,2622,123,ESP_005,EMP244,W38,2019,8,W38 2019,Warranty
2622,2623,125,ESP_005,EMP256,W38,2019,3,W38 2019,Warranty
2623,2624,127,ESP_005,EMP267,W38,2019,4,W38 2019,Warranty
2624,2625,129,ESP_005,EMP290,W38,2019,1,W38 2019,Warranty
2625,2626,131,ESP_006,EMP234,W38,2019,7,W38 2019,Warranty
2626,2627,133,ESP_006,EMP244,W38,2019,10,W38 2019,Warranty
2627,2628,135,ESP_006,EMP256,W38,2019,4,W38 2019,Warranty
2628,2629,137,ESP_006,EMP267,W38,2019,9,W38 2019,Warranty
2629,2630,139,ESP_006,EMP290,W38,2019,2,W38 2019,Warranty
2630,2631,141,ESP_007,EMP234,W38,2019,2,W38 2019,Warranty
2631,2632,143,ESP_007,EMP244,W38,2019,5,W38 2019,Warranty
2632,2633,145,ESP_007,EMP256,W38,2019,2,W38 2019,Warranty
2633,2634,147,ESP_007,EMP267,W38,2019,2,W38 2019,Warranty
2634,2635,149,ESP_007,EMP290,W38,2019,1,W38 2019,Warranty
2635,2636,151,ESP_008,EMP234,W38,2019,2,W38 2019,Warranty
2636,2637,153,ESP_008,EMP244,W38,2019,3,W38 2019,Warranty
2637,2638,155,ESP_008,EMP256,W38,2019,1,W38 2019,Warranty
2638,2639,157,ESP_008,EMP267,W38,2019,4,W38 2019,Warranty
2639,2640,159,ESP_008,EMP290,W38,2019,0,W38 2019,Warranty
2640,2641,2,PROD_001,EMP244,W39,2019,34,W39 2019,Product
2641,2642,4,PROD_002,EMP244,W39,2019,47,W39 2019,Product
2642,2643,6,PROD_003,EMP267,W39,2019,38,W39 2019,Product
2643,2644,8,PROD_001,EMP267,W39,2019,29,W39 2019,Product
2644,2645,10,PROD_004,EMP267,W39,2019,37,W39 2019,Product
2645,2646,12,PROD_002,EMP267,W39,2019,21,W39 2019,Product
2646,2647,14,PROD_005,EMP267,W39,2019,25,W39 2019,Product
2647,2648,16,PROD_003,EMP244,W39,2019,30,W39 2019,Product
2648,2649,18,PROD_006,EMP267,W39,2019,28,W39 2019,Product
2649,2650,20,PROD_004,EMP244,W39,2019,30,W39 2019,Product
2650,2651,22,PROD_001,EMP234,W39,2019,37,W39 2019,Product
2651,2652,24,PROD_007,EMP267,W39,2019,19,W39 2019,Product
2652,2653,26,PROD_005,EMP244,W39,2019,21,W39 2019,Product
2653,2654,28,PROD_002,EMP234,W39,2019,34,W39 2019,Product
2654,2655,30,PROD_008,EMP267,W39,2019,28,W39 2019,Product
2655,2656,32,PROD_006,EMP244,W39,2019,21,W39 2019,Product
2656,2657,34,PROD_003,EMP234,W39,2019,27,W39 2019,Product
2657,2658,36,PROD_007,EMP244,W39,2019,34,W39 2019,Product
2658,2659,38,PROD_004,EMP234,W39,2019,28,W39 2019,Product
2659,2660,40,PROD_001,EMP256,W39,2019,34,W39 2019,Product
2660,2661,42,PROD_008,EMP244,W39,2019,24,W39 2019,Product
2661,2662,44,PROD_005,EMP234,W39,2019,11,W39 2019,Product
2662,2663,46,PROD_002,EMP256,W39,2019,13,W39 2019,Product
2663,2664,48,PROD_006,EMP234,W39,2019,14,W39 2019,Product
2664,2665,50,PROD_003,EMP256,W39,2019,16,W39 2019,Product
2665,2666,52,PROD_007,EMP234,W39,2019,19,W39 2019,Product
2666,2667,54,PROD_004,EMP256,W39,2019,8,W39 2019,Product
2667,2668,56,PROD_001,EMP290,W39,2019,14,W39 2019,Product
2668,2669,58,PROD_008,EMP234,W39,2019,10,W39 2019,Product
2669,2670,60,PROD_005,EMP256,W39,2019,11,W39 2019,Product
2670,2671,62,PROD_002,EMP290,W39,2019,11,W39 2019,Product
2671,2672,64,PROD_006,EMP256,W39,2019,13,W39 2019,Product
2672,2673,66,PROD_003,EMP290,W39,2019,4,W39 2019,Product
2673,2674,68,PROD_007,EMP256,W39,2019,8,W39 2019,Product
2674,2675,70,PROD_004,EMP290,W39,2019,19,W39 2019,Product
2675,2676,72,PROD_008,EMP256,W39,2019,12,W39 2019,Product
2676,2677,74,PROD_005,EMP290,W39,2019,7,W39 2019,Product
2677,2678,76,PROD_006,EMP290,W39,2019,7,W39 2019,Product
2678,2679,78,PROD_007,EMP290,W39,2019,7,W39 2019,Product
2679,2680,80,PROD_008,EMP290,W39,2019,11,W39 2019,Product
2680,2681,81,ESP_001,EMP234,W39,2019,4,W39 2019,Warranty
2681,2682,83,ESP_001,EMP244,W39,2019,10,W39 2019,Warranty
2682,2683,85,ESP_001,EMP256,W39,2019,3,W39 2019,Warranty
2683,2684,87,ESP_001,EMP267,W39,2019,3,W39 2019,Warranty
2684,2685,89,ESP_001,EMP290,W39,2019,0,W39 2019,Warranty
2685,2686,91,ESP_002,EMP234,W39,2019,2,W39 2019,Warranty
2686,2687,93,ESP_002,EMP244,W39,2019,9,W39 2019,Warranty
2687,2688,95,ESP_002,EMP256,W39,2019,1,W39 2019,Warranty
2688,2689,97,ESP_002,EMP267,W39,2019,1,W39 2019,Warranty
2689,2690,99,ESP_002,EMP290,W39,2019,0,W39 2019,Warranty
2690,2691,101,ESP_003,EMP234,W39,2019,3,W39 2019,Warranty
2691,2692,103,ESP_003,EMP244,W39,2019,6,W39 2019,Warranty
2692,2693,105,ESP_003,EMP256,W39,2019,2,W39 2019,Warranty
2693,2694,107,ESP_003,EMP267,W39,2019,3,W39 2019,Warranty
2694,2695,109,ESP_003,EMP290,W39,2019,0,W39 2019,Warranty
2695,2696,111,ESP_004,EMP234,W39,2019,3,W39 2019,Warranty
2696,2697,113,ESP_004,EMP244,W39,2019,6,W39 2019,Warranty
2697,2698,115,ESP_004,EMP256,W39,2019,1,W39 2019,Warranty
2698,2699,117,ESP_004,EMP267,W39,2019,2,W39 2019,Warranty
2699,2700,119,ESP_004,EMP290,W39,2019,2,W39 2019,Warranty
2700,2701,121,ESP_005,EMP234,W39,2019,1,W39 2019,Warranty
2701,2702,123,ESP_005,EMP244,W39,2019,6,W39 2019,Warranty
2702,2703,125,ESP_005,EMP256,W39,2019,2,W39 2019,Warranty
2703,2704,127,ESP_005,EMP267,W39,2019,2,W39 2019,Warranty
2704,2705,129,ESP_005,EMP290,W39,2019,1,W39 2019,Warranty
2705,2706,131,ESP_006,EMP234,W39,2019,4,W39 2019,Warranty
2706,2707,133,ESP_006,EMP244,W39,2019,8,W39 2019,Warranty
2707,2708,135,ESP_006,EMP256,W39,2019,3,W39 2019,Warranty
2708,2709,137,ESP_006,EMP267,W39,2019,6,W39 2019,Warranty
2709,2710,139,ESP_006,EMP290,W39,2019,1,W39 2019,Warranty
2710,2711,141,ESP_007,EMP234,W39,2019,2,W39 2019,Warranty
2711,2712,143,ESP_007,EMP244,W39,2019,7,W39 2019,Warranty
2712,2713,145,ESP_007,EMP256,W39,2019,1,W39 2019,Warranty
2713,2714,147,ESP_007,EMP267,W39,2019,1,W39 2019,Warranty
2714,2715,149,ESP_007,EMP290,W39,2019,1,W39 2019,Warranty
2715,2716,151,ESP_008,EMP234,W39,2019,1,W39 2019,Warranty
2716,2717,153,ESP_008,EMP244,W39,2019,5,W39 2019,Warranty
2717,2718,155,ESP_008,EMP256,W39,2019,1,W39 2019,Warranty
2718,2719,157,ESP_008,EMP267,W39,2019,2,W39 2019,Warranty
2719,2720,159,ESP_008,EMP290,W39,2019,0,W39 2019,Warranty
2720,2721,2,PROD_001,EMP244,W04,2019,45,W04 2019,Product
2721,2722,4,PROD_002,EMP244,W04,2019,37,W04 2019,Product
2722,2723,6,PROD_003,EMP267,W04,2019,26,W04 2019,Product
2723,2724,8,PROD_001,EMP267,W04,2019,31,W04 2019,Product
2724,2725,10,PROD_004,EMP267,W04,2019,37,W04 2019,Product
2725,2726,12,PROD_002,EMP267,W04,2019,53,W04 2019,Product
2726,2727,14,PROD_005,EMP267,W04,2019,24,W04 2019,Product
2727,2728,16,PROD_003,EMP244,W04,2019,40,W04 2019,Product
2728,2729,18,PROD_006,EMP267,W04,2019,37,W04 2019,Product
2729,2730,20,PROD_004,EMP244,W04,2019,45,W04 2019,Product
2730,2731,22,PROD_001,EMP234,W04,2019,50,W04 2019,Product
2731,2732,24,PROD_007,EMP267,W04,2019,31,W04 2019,Product
2732,2733,26,PROD_005,EMP244,W04,2019,39,W04 2019,Product
2733,2734,28,PROD_002,EMP234,W04,2019,31,W04 2019,Product
2734,2735,30,PROD_008,EMP267,W04,2019,45,W04 2019,Product
2735,2736,32,PROD_006,EMP244,W04,2019,34,W04 2019,Product
2736,2737,34,PROD_003,EMP234,W04,2019,31,W04 2019,Product
2737,2738,36,PROD_007,EMP244,W04,2019,33,W04 2019,Product
2738,2739,38,PROD_004,EMP234,W04,2019,37,W04 2019,Product
2739,2740,40,PROD_001,EMP256,W04,2019,34,W04 2019,Product
2740,2741,42,PROD_008,EMP244,W04,2019,19,W04 2019,Product
2741,2742,44,PROD_005,EMP234,W04,2019,29,W04 2019,Product
2742,2743,46,PROD_002,EMP256,W04,2019,18,W04 2019,Product
2743,2744,48,PROD_006,EMP234,W04,2019,23,W04 2019,Product
2744,2745,50,PROD_003,EMP256,W04,2019,19,W04 2019,Product
2745,2746,52,PROD_007,EMP234,W04,2019,10,W04 2019,Product
2746,2747,54,PROD_004,EMP256,W04,2019,19,W04 2019,Product
2747,2748,56,PROD_001,EMP290,W04,2019,15,W04 2019,Product
2748,2749,58,PROD_008,EMP234,W04,2019,11,W04 2019,Product
2749,2750,60,PROD_005,EMP256,W04,2019,18,W04 2019,Product
2750,2751,62,PROD_002,EMP290,W04,2019,11,W04 2019,Product
2751,2752,64,PROD_006,EMP256,W04,2019,10,W04 2019,Product
2752,2753,66,PROD_003,EMP290,W04,2019,16,W04 2019,Product
2753,2754,68,PROD_007,EMP256,W04,2019,10,W04 2019,Product
2754,2755,70,PROD_004,EMP290,W04,2019,17,W04 2019,Product
2755,2756,72,PROD_008,EMP256,W04,2019,9,W04 2019,Product
2756,2757,74,PROD_005,EMP290,W04,2019,9,W04 2019,Product
2757,2758,76,PROD_006,EMP290,W04,2019,14,W04 2019,Product
2758,2759,78,PROD_007,EMP290,W04,2019,7,W04 2019,Product
2759,2760,80,PROD_008,EMP290,W04,2019,10,W04 2019,Product
2760,2761,81,ESP_001,EMP234,W04,2019,10,W04 2019,Warranty
2761,2762,83,ESP_001,EMP244,W04,2019,11,W04 2019,Warranty
2762,2763,85,ESP_001,EMP256,W04,2019,4,W04 2019,Warranty
2763,2764,87,ESP_001,EMP267,W04,2019,6,W04 2019,Warranty
2764,2765,89,ESP_001,EMP290,W04,2019,0,W04 2019,Warranty
2765,2766,91,ESP_002,EMP234,W04,2019,4,W04 2019,Warranty
2766,2767,93,ESP_002,EMP244,W04,2019,7,W04 2019,Warranty
2767,2768,95,ESP_002,EMP256,W04,2019,1,W04 2019,Warranty
2768,2769,97,ESP_002,EMP267,W04,2019,7,W04 2019,Warranty
2769,2770,99,ESP_002,EMP290,W04,2019,0,W04 2019,Warranty
2770,2771,101,ESP_003,EMP234,W04,2019,5,W04 2019,Warranty
2771,2772,103,ESP_003,EMP244,W04,2019,8,W04 2019,Warranty
2772,2773,105,ESP_003,EMP256,W04,2019,3,W04 2019,Warranty
2773,2774,107,ESP_003,EMP267,W04,2019,6,W04 2019,Warranty
2774,2775,109,ESP_003,EMP290,W04,2019,1,W04 2019,Warranty
2775,2776,111,ESP_004,EMP234,W04,2019,5,W04 2019,Warranty
2776,2777,113,ESP_004,EMP244,W04,2019,10,W04 2019,Warranty
2777,2778,115,ESP_004,EMP256,W04,2019,3,W04 2019,Warranty
2778,2779,117,ESP_004,EMP267,W04,2019,7,W04 2019,Warranty
2779,2780,119,ESP_004,EMP290,W04,2019,2,W04 2019,Warranty
2780,2781,121,ESP_005,EMP234,W04,2019,5,W04 2019,Warranty
2781,2782,123,ESP_005,EMP244,W04,2019,10,W04 2019,Warranty
2782,2783,125,ESP_005,EMP256,W04,2019,3,W04 2019,Warranty
2783,2784,127,ESP_005,EMP267,W04,2019,4,W04 2019,Warranty
2784,2785,129,ESP_005,EMP290,W04,2019,1,W04 2019,Warranty
2785,2786,131,ESP_006,EMP234,W04,2019,7,W04 2019,Warranty
2786,2787,133,ESP_006,EMP244,W04,2019,13,W04 2019,Warranty
2787,2788,135,ESP_006,EMP256,W04,2019,3,W04 2019,Warranty
2788,2789,137,ESP_006,EMP267,W04,2019,13,W04 2019,Warranty
2789,2790,139,ESP_006,EMP290,W04,2019,3,W04 2019,Warranty
2790,2791,141,ESP_007,EMP234,W04,2019,1,W04 2019,Warranty
2791,2792,143,ESP_007,EMP244,W04,2019,7,W04 2019,Warranty
2792,2793,145,ESP_007,EMP256,W04,2019,2,W04 2019,Warranty
2793,2794,147,ESP_007,EMP267,W04,2019,4,W04 2019,Warranty
2794,2795,149,ESP_007,EMP290,W04,2019,1,W04 2019,Warranty
2795,2796,151,ESP_008,EMP234,W04,2019,2,W04 2019,Warranty
2796,2797,153,ESP_008,EMP244,W04,2019,4,W04 2019,Warranty
2797,2798,155,ESP_008,EMP256,W04,2019,1,W04 2019,Warranty
2798,2799,157,ESP_008,EMP267,W04,2019,9,W04 2019,Warranty
2799,2800,159,ESP_008,EMP290,W04,2019,0,W04 2019,Warranty
2800,2801,2,PROD_001,EMP244,W40,2019,25,W40 2019,Product
2801,2802,4,PROD_002,EMP244,W40,2019,28,W40 2019,Product
2802,2803,6,PROD_003,EMP267,W40,2019,36,W40 2019,Product
2803,2804,8,PROD_001,EMP267,W40,2019,26,W40 2019,Product
2804,2805,10,PROD_004,EMP267,W40,2019,32,W40 2019,Product
2805,2806,12,PROD_002,EMP267,W40,2019,30,W40 2019,Product
2806,2807,14,PROD_005,EMP267,W40,2019,35,W40 2019,Product
2807,2808,16,PROD_003,EMP244,W40,2019,41,W40 2019,Product
2808,2809,18,PROD_006,EMP267,W40,2019,34,W40 2019,Product
2809,2810,20,PROD_004,EMP244,W40,2019,29,W40 2019,Product
2810,2811,22,PROD_001,EMP234,W40,2019,19,W40 2019,Product
2811,2812,24,PROD_007,EMP267,W40,2019,48,W40 2019,Product
2812,2813,26,PROD_005,EMP244,W40,2019,21,W40 2019,Product
2813,2814,28,PROD_002,EMP234,W40,2019,23,W40 2019,Product
2814,2815,30,PROD_008,EMP267,W40,2019,39,W40 2019,Product
2815,2816,32,PROD_006,EMP244,W40,2019,22,W40 2019,Product
2816,2817,34,PROD_003,EMP234,W40,2019,35,W40 2019,Product
2817,2818,36,PROD_007,EMP244,W40,2019,19,W40 2019,Product
2818,2819,38,PROD_004,EMP234,W40,2019,42,W40 2019,Product
2819,2820,40,PROD_001,EMP256,W40,2019,24,W40 2019,Product
2820,2821,42,PROD_008,EMP244,W40,2019,17,W40 2019,Product
2821,2822,44,PROD_005,EMP234,W40,2019,21,W40 2019,Product
2822,2823,46,PROD_002,EMP256,W40,2019,24,W40 2019,Product
2823,2824,48,PROD_006,EMP234,W40,2019,19,W40 2019,Product
2824,2825,50,PROD_003,EMP256,W40,2019,14,W40 2019,Product
2825,2826,52,PROD_007,EMP234,W40,2019,8,W40 2019,Product
2826,2827,54,PROD_004,EMP256,W40,2019,19,W40 2019,Product
2827,2828,56,PROD_001,EMP290,W40,2019,19,W40 2019,Product
2828,2829,58,PROD_008,EMP234,W40,2019,15,W40 2019,Product
2829,2830,60,PROD_005,EMP256,W40,2019,13,W40 2019,Product
2830,2831,62,PROD_002,EMP290,W40,2019,11,W40 2019,Product
2831,2832,64,PROD_006,EMP256,W40,2019,7,W40 2019,Product
2832,2833,66,PROD_003,EMP290,W40,2019,15,W40 2019,Product
2833,2834,68,PROD_007,EMP256,W40,2019,11,W40 2019,Product
2834,2835,70,PROD_004,EMP290,W40,2019,6,W40 2019,Product
2835,2836,72,PROD_008,EMP256,W40,2019,9,W40 2019,Product
2836,2837,74,PROD_005,EMP290,W40,2019,10,W40 2019,Product
2837,2838,76,PROD_006,EMP290,W40,2019,12,W40 2019,Product
2838,2839,78,PROD_007,EMP290,W40,2019,9,W40 2019,Product
2839,2840,80,PROD_008,EMP290,W40,2019,11,W40 2019,Product
2840,2841,81,ESP_001,EMP234,W40,2019,2,W40 2019,Warranty
2841,2842,83,ESP_001,EMP244,W40,2019,8,W40 2019,Warranty
2842,2843,85,ESP_001,EMP256,W40,2019,2,W40 2019,Warranty
2843,2844,87,ESP_001,EMP267,W40,2019,2,W40 2019,Warranty
2844,2845,89,ESP_001,EMP290,W40,2019,0,W40 2019,Warranty
2845,2846,91,ESP_002,EMP234,W40,2019,1,W40 2019,Warranty
2846,2847,93,ESP_002,EMP244,W40,2019,6,W40 2019,Warranty
2847,2848,95,ESP_002,EMP256,W40,2019,1,W40 2019,Warranty
2848,2849,97,ESP_002,EMP267,W40,2019,0,W40 2019,Warranty
2849,2850,99,ESP_002,EMP290,W40,2019,0,W40 2019,Warranty
2850,2851,101,ESP_003,EMP234,W40,2019,3,W40 2019,Warranty
2851,2852,103,ESP_003,EMP244,W40,2019,8,W40 2019,Warranty
2852,2853,105,ESP_003,EMP256,W40,2019,1,W40 2019,Warranty
2853,2854,107,ESP_003,EMP267,W40,2019,2,W40 2019,Warranty
2854,2855,109,ESP_003,EMP290,W40,2019,0,W40 2019,Warranty
2855,2856,111,ESP_004,EMP234,W40,2019,4,W40 2019,Warranty
2856,2857,113,ESP_004,EMP244,W40,2019,6,W40 2019,Warranty
2857,2858,115,ESP_004,EMP256,W40,2019,2,W40 2019,Warranty
2858,2859,117,ESP_004,EMP267,W40,2019,1,W40 2019,Warranty
2859,2860,119,ESP_004,EMP290,W40,2019,1,W40 2019,Warranty
2860,2861,121,ESP_005,EMP234,W40,2019,2,W40 2019,Warranty
2861,2862,123,ESP_005,EMP244,W40,2019,6,W40 2019,Warranty
2862,2863,125,ESP_005,EMP256,W40,2019,2,W40 2019,Warranty
2863,2864,127,ESP_005,EMP267,W40,2019,2,W40 2019,Warranty
2864,2865,129,ESP_005,EMP290,W40,2019,1,W40 2019,Warranty
2865,2866,131,ESP_006,EMP234,W40,2019,4,W40 2019,Warranty
2866,2867,133,ESP_006,EMP244,W40,2019,8,W40 2019,Warranty
2867,2868,135,ESP_006,EMP256,W40,2019,2,W40 2019,Warranty
2868,2869,137,ESP_006,EMP267,W40,2019,7,W40 2019,Warranty
2869,2870,139,ESP_006,EMP290,W40,2019,2,W40 2019,Warranty
2870,2871,141,ESP_007,EMP234,W40,2019,1,W40 2019,Warranty
2871,2872,143,ESP_007,EMP244,W40,2019,4,W40 2019,Warranty
2872,2873,145,ESP_007,EMP256,W40,2019,1,W40 2019,Warranty
2873,2874,147,ESP_007,EMP267,W40,2019,2,W40 2019,Warranty
2874,2875,149,ESP_007,EMP290,W40,2019,1,W40 2019,Warranty
2875,2876,151,ESP_008,EMP234,W40,2019,1,W40 2019,Warranty
2876,2877,153,ESP_008,EMP244,W40,2019,3,W40 2019,Warranty
2877,2878,155,ESP_008,EMP256,W40,2019,1,W40 2019,Warranty
2878,2879,157,ESP_008,EMP267,W40,2019,1,W40 2019,Warranty
2879,2880,159,ESP_008,EMP290,W40,2019,0,W40 2019,Warranty
2880,2881,2,PROD_001,EMP244,W41,2019,27,W41 2019,Product
2881,2882,4,PROD_002,EMP244,W41,2019,26,W41 2019,Product
2882,2883,6,PROD_003,EMP267,W41,2019,28,W41 2019,Product
2883,2884,8,PROD_001,EMP267,W41,2019,23,W41 2019,Product
2884,2885,10,PROD_004,EMP267,W41,2019,36,W41 2019,Product
2885,2886,12,PROD_002,EMP267,W41,2019,30,W41 2019,Product
2886,2887,14,PROD_005,EMP267,W41,2019,29,W41 2019,Product
2887,2888,16,PROD_003,EMP244,W41,2019,30,W41 2019,Product
2888,2889,18,PROD_006,EMP267,W41,2019,28,W41 2019,Product
2889,2890,20,PROD_004,EMP244,W41,2019,38,W41 2019,Product
2890,2891,22,PROD_001,EMP234,W41,2019,33,W41 2019,Product
2891,2892,24,PROD_007,EMP267,W41,2019,21,W41 2019,Product
2892,2893,26,PROD_005,EMP244,W41,2019,39,W41 2019,Product
2893,2894,28,PROD_002,EMP234,W41,2019,28,W41 2019,Product
