,Region,ITEM_CODE,Period,Value,Category
1637,NW,PROD_006,2020 W08,35,Product
1638,NW,PROD_007,2020 W08,42,Product
1639,NW,PROD_008,2020 W08,25,Product
1640,NW,ESP_001,2020 W08,14,Warranty
1641,NW,ESP_002,2020 W08,7,Warranty
1642,NW,ESP_003,2020 W08,7,Warranty
1643,NW,ESP_004,2020 W08,7,Warranty
1644,NW,ESP_005,2020 W08,10,Warranty
1645,NW,ESP_006,2020 W08,13,Warranty
1646,NW,ESP_007,2020 W08,8,Warranty
1647,NW,ESP_008,2020 W08,5,Warranty
1648,NW,PROD_001,2020 W09,46,Warranty
1649,NW,PROD_002,2020 W09,39,Warranty
1650,NW,PROD_003,2020 W09,45,Warranty
1651,NW,PROD_004,2020 W09,42,Warranty
1652,NW,PROD_005,2020 W09,45,Warranty
1653,NW,PROD_006,2020 W09,33,Warranty
1654,NW,PROD_007,2020 W09,29,Warranty
1655,NW,PROD_008,2020 W09,32,Warranty
1656,NW,ESP_001,2020 W09,11,Warranty
1657,NW,ESP_002,2020 W09,5,Warranty
1658,NW,ESP_003,2020 W09,8,Warranty
1659,NW,ESP_004,2020 W09,7,Warranty
1660,NW,ESP_005,2020 W09,11,Warranty
1661,NW,ESP_006,2020 W09,11,Warranty
1662,NW,ESP_007,2020 W09,5,Warranty
1663,NW,ESP_008,2020 W09,5,Warranty
1664,NW,PROD_001,2019 W00,31,Warranty
1665,NW,PROD_002,2019 W00,23,Warranty
1666,NW,PROD_003,2019 W00,19,Warranty
1667,NW,PROD_004,2019 W00,12,Warranty
1668,NW,PROD_005,2019 W00,15,Warranty
1669,NW,PROD_006,2019 W00,10,Warranty
1670,NW,PROD_007,2019 W00,15,Warranty
1671,NW,PROD_008,2019 W00,13,Warranty
1672,NW,ESP_001,2019 W00,3,Warranty
1673,NW,ESP_002,2019 W00,2,Warranty
1674,NW,ESP_003,2019 W00,2,Warranty
1675,NW,ESP_004,2019 W00,2,Warranty
1676,NW,ESP_005,2019 W00,2,Warranty
1677,NW,ESP_006,2019 W00,3,Warranty
1678,NW,ESP_007,2019 W00,2,Warranty
1679,NW,ESP_008,2019 W00,2,Warranty
1680,NW,PROD_001,2019 W01,27,Product
1681,NW,PROD_002,2019 W01,12,Product
1682,NW,PROD_003,2019 W01,20,Product
1683,NW,PROD_004,2019 W01,27,Product
1684,NW,PROD_005,2019 W01,12,Product
1685,NW,PROD_006,2019 W01,6,Product
1686,NW,PROD_007,2019 W01,12,Product
1687,NW,PROD_008,2019 W01,6,Product
1688,NW,ESP_001,2019 W01,3,Product
1689,NW,ESP_002,2019 W01,1,Product
1690,NW,ESP_003,2019 W01,2,Product
1691,NW,ESP_004,2019 W01,4,Product
1692,NW,ESP_005,2019 W01,2,Product
1693,NW,ESP_006,2019 W01,2,Product
1694,NW,ESP_007,2019 W01,2,Product
1695,NW,ESP_008,2019 W01,1,Product
1696,NW,PROD_001,2019 W10,38,Product
1697,NW,PROD_002,2019 W10,25,Product
1698,NW,PROD_003,2019 W10,14,Product
1699,NW,PROD_004,2019 W10,15,Product
1700,NW,PROD_005,2019 W10,12,Product
1701,NW,PROD_006,2019 W10,11,Product
1702,NW,PROD_007,2019 W10,11,Product
1703,NW,PROD_008,2019 W10,9,Product
1704,NW,ESP_001,2019 W10,4,Product
1705,NW,ESP_002,2019 W10,1,Product
1706,NW,ESP_003,2019 W10,1,Product
1707,NW,ESP_004,2019 W10,2,Product
1708,NW,ESP_005,2019 W10,2,Product
1709,NW,ESP_006,2019 W10,3,Product
1710,NW,ESP_007,2019 W10,2,Product
1711,NW,ESP_008,2019 W10,1,Product
1712,NW,PROD_001,2019 W11,37,Product
1713,NW,PROD_002,2019 W11,24,Product
1714,NW,PROD_003,2019 W11,28,Product
1715,NW,PROD_004,2019 W11,18,Product
1716,NW,PROD_005,2019 W11,4,Product
1717,NW,PROD_006,2019 W11,13,Product
1718,NW,PROD_007,2019 W11,10,Product
1719,NW,PROD_008,2019 W11,12,Product
1720,NW,ESP_001,2019 W11,5,Warranty
1721,NW,ESP_002,2019 W11,1,Warranty
1722,NW,ESP_003,2019 W11,3,Warranty
1723,NW,ESP_004,2019 W11,3,Warranty
1724,NW,ESP_005,2019 W11,1,Warranty
1725,NW,ESP_006,2019 W11,4,Warranty
1726,NW,ESP_007,2019 W11,2,Warranty
1727,NW,ESP_008,2019 W11,2,Warranty
1728,NW,PROD_001,2019 W12,39,Warranty
1729,NW,PROD_002,2019 W12,22,Warranty
1730,NW,PROD_003,2019 W12,11,Warranty
1731,NW,PROD_004,2019 W12,15,Warranty
1732,NW,PROD_005,2019 W12,14,Warranty
1733,NW,PROD_006,2019 W12,19,Warranty
1734,NW,PROD_007,2019 W12,18,Warranty
1735,NW,PROD_008,2019 W12,11,Warranty
1736,NW,ESP_001,2019 W12,6,Warranty
1737,NW,ESP_002,2019 W12,1,Warranty
1738,NW,ESP_003,2019 W12,2,Warranty
1739,NW,ESP_004,2019 W12,3,Warranty
1740,NW,ESP_005,2019 W12,3,Warranty
1741,NW,ESP_006,2019 W12,6,Warranty
1742,NW,ESP_007,2019 W12,4,Warranty
1743,NW,ESP_008,2019 W12,2,Warranty
1744,NW,PROD_001,2019 W13,30,Warranty
1745,NW,PROD_002,2019 W13,25,Warranty
1746,NW,PROD_003,2019 W13,15,Warranty
1747,NW,PROD_004,2019 W13,22,Warranty
1748,NW,PROD_005,2019 W13,22,Warranty
1749,NW,PROD_006,2019 W13,11,Warranty
1750,NW,PROD_007,2019 W13,10,Warranty
1751,NW,PROD_008,2019 W13,10,Warranty
1752,NW,ESP_001,2019 W13,4,Warranty
1753,NW,ESP_002,2019 W13,1,Warranty
1754,NW,ESP_003,2019 W13,2,Warranty
1755,NW,ESP_004,2019 W13,3,Warranty
1756,NW,ESP_005,2019 W13,4,Warranty
1757,NW,ESP_006,2019 W13,3,Warranty
1758,NW,ESP_007,2019 W13,2,Warranty
1759,NW,ESP_008,2019 W13,1,Warranty
1760,NW,PROD_001,2019 W14,40,Product
1761,NW,PROD_002,2019 W14,12,Product
1762,NW,PROD_003,2019 W14,24,Product
1763,NW,PROD_004,2019 W14,18,Product
1764,NW,PROD_005,2019 W14,15,Product
1765,NW,PROD_006,2019 W14,16,Product
1766,NW,PROD_007,2019 W14,14,Product
1767,NW,PROD_008,2019 W14,12,Product
1768,NW,ESP_001,2019 W14,4,Product
1769,NW,ESP_002,2019 W14,0,Product
1770,NW,ESP_003,2019 W14,2,Product
1771,NW,ESP_004,2019 W14,2,Product
1772,NW,ESP_005,2019 W14,2,Product
1773,NW,ESP_006,2019 W14,4,Product
1774,NW,ESP_007,2019 W14,2,Product
1775,NW,ESP_008,2019 W14,1,Product
1776,NW,PROD_001,2019 W15,32,Product
1777,NW,PROD_002,2019 W15,17,Product
1778,NW,PROD_003,2019 W15,15,Product
1779,NW,PROD_004,2019 W15,16,Product
1780,NW,PROD_005,2019 W15,15,Product
1781,NW,PROD_006,2019 W15,16,Product
1782,NW,PROD_007,2019 W15,13,Product
1783,NW,PROD_008,2019 W15,14,Product
1784,NW,ESP_001,2019 W15,3,Product
1785,NW,ESP_002,2019 W15,0,Product
1786,NW,ESP_003,2019 W15,1,Product
1787,NW,ESP_004,2019 W15,1,Product
1788,NW,ESP_005,2019 W15,1,Product
1789,NW,ESP_006,2019 W15,3,Product
1790,NW,ESP_007,2019 W15,1,Product
1791,NW,ESP_008,2019 W15,1,Product
1792,NW,PROD_001,2019 W16,42,Product
1793,NW,PROD_002,2019 W16,16,Product
1794,NW,PROD_003,2019 W16,25,Product
1795,NW,PROD_004,2019 W16,19,Product
1796,NW,PROD_005,2019 W16,12,Product
1797,NW,PROD_006,2019 W16,14,Product
1798,NW,PROD_007,2019 W16,13,Product
1799,NW,PROD_008,2019 W16,10,Product
1800,NW,ESP_001,2019 W16,2,Warranty
1801,NW,ESP_002,2019 W16,0,Warranty
1802,NW,ESP_003,2019 W16,1,Warranty
1803,NW,ESP_004,2019 W16,1,Warranty
1804,NW,ESP_005,2019 W16,1,Warranty
1805,NW,ESP_006,2019 W16,3,Warranty
1806,NW,ESP_007,2019 W16,1,Warranty
1807,NW,ESP_008,2019 W16,1,Warranty
1808,NW,PROD_001,2019 W17,29,Warranty
1809,NW,PROD_002,2019 W17,33,Warranty
1810,NW,PROD_003,2019 W17,28,Warranty
1811,NW,PROD_004,2019 W17,21,Warranty
1812,NW,PROD_005,2019 W17,9,Warranty
1813,NW,PROD_006,2019 W17,14,Warranty
1814,NW,PROD_007,2019 W17,12,Warranty
1815,NW,PROD_008,2019 W17,19,Warranty
1816,NW,ESP_001,2019 W17,2,Warranty
1817,NW,ESP_002,2019 W17,0,Warranty
1818,NW,ESP_003,2019 W17,1,Warranty
1819,NW,ESP_004,2019 W17,2,Warranty
1820,NW,ESP_005,2019 W17,1,Warranty
1821,NW,ESP_006,2019 W17,3,Warranty
1822,NW,ESP_007,2019 W17,1,Warranty
1823,NW,ESP_008,2019 W17,1,Warranty
1824,NW,PROD_001,2019 W18,31,Warranty
1825,NW,PROD_002,2019 W18,20,Warranty
1826,NW,PROD_003,2019 W18,22,Warranty
1827,NW,PROD_004,2019 W18,18,Warranty
1828,NW,PROD_005,2019 W18,13,Warranty
1829,NW,PROD_006,2019 W18,14,Warranty
1830,NW,PROD_007,2019 W18,14,Warranty
1831,NW,PROD_008,2019 W18,11,Warranty
1832,NW,ESP_001,2019 W18,2,Warranty
1833,NW,ESP_002,2019 W18,0,Warranty
1834,NW,ESP_003,2019 W18,1,Warranty
1835,NW,ESP_004,2019 W18,2,Warranty
1836,NW,ESP_005,2019 W18,1,Warranty
1837,NW,ESP_006,2019 W18,3,Warranty
1838,NW,ESP_007,2019 W18,1,Warranty
1839,NW,ESP_008,2019 W18,1,Warranty
1840,NW,PROD_001,2019 W19,38,Product
1841,NW,PROD_002,2019 W19,16,Product
1842,NW,PROD_003,2019 W19,17,Product
1843,NW,PROD_004,2019 W19,14,Product
1844,NW,PROD_005,2019 W19,12,Product
1845,NW,PROD_006,2019 W19,21,Product
1846,NW,PROD_007,2019 W19,10,Product
1847,NW,PROD_008,2019 W19,10,Product
1848,NW,ESP_001,2019 W19,2,Product
1849,NW,ESP_002,2019 W19,0,Product
1850,NW,ESP_003,2019 W19,1,Product
1851,NW,ESP_004,2019 W19,2,Product
1852,NW,ESP_005,2019 W19,1,Product
1853,NW,ESP_006,2019 W19,5,Product
1854,NW,ESP_007,2019 W19,1,Product
1855,NW,ESP_008,2019 W19,1,Product
1856,NW,PROD_001,2019 W02,37,Product
1857,NW,PROD_002,2019 W02,16,Product
1858,NW,PROD_003,2019 W02,27,Product
1859,NW,PROD_004,2019 W02,18,Product
1860,NW,PROD_005,2019 W02,7,Product
1861,NW,PROD_006,2019 W02,6,Product
1862,NW,PROD_007,2019 W02,11,Product
1863,NW,PROD_008,2019 W02,7,Product
1864,NW,ESP_001,2019 W02,4,Product
1865,NW,ESP_002,2019 W02,1,Product
1866,NW,ESP_003,2019 W02,3,Product
1867,NW,ESP_004,2019 W02,3,Product
1868,NW,ESP_005,2019 W02,1,Product
1869,NW,ESP_006,2019 W02,2,Product
1870,NW,ESP_007,2019 W02,2,Product
1871,NW,ESP_008,2019 W02,1,Product
1872,NW,PROD_001,2019 W20,35,Product
1873,NW,PROD_002,2019 W20,20,Product
1874,NW,PROD_003,2019 W20,16,Product
1875,NW,PROD_004,2019 W20,20,Product
1876,NW,PROD_005,2019 W20,12,Product
1877,NW,PROD_006,2019 W20,11,Product
1878,NW,PROD_007,2019 W20,10,Product
1879,NW,PROD_008,2019 W20,8,Product
1880,NW,ESP_001,2019 W20,2,Warranty
1881,NW,ESP_002,2019 W20,0,Warranty
1882,NW,ESP_003,2019 W20,1,Warranty
1883,NW,ESP_004,2019 W20,2,Warranty
1884,NW,ESP_005,2019 W20,1,Warranty
1885,NW,ESP_006,2019 W20,2,Warranty
1886,NW,ESP_007,2019 W20,1,Warranty
1887,NW,ESP_008,2019 W20,1,Warranty
1888,NW,PROD_001,2019 W21,27,Warranty
1889,NW,PROD_002,2019 W21,20,Warranty
1890,NW,PROD_003,2019 W21,19,Warranty
1891,NW,PROD_004,2019 W21,15,Warranty
1892,NW,PROD_005,2019 W21,10,Warranty
1893,NW,PROD_006,2019 W21,11,Warranty
1894,NW,PROD_007,2019 W21,11,Warranty
1895,NW,PROD_008,2019 W21,17,Warranty
1896,NW,ESP_001,2019 W21,2,Warranty
1897,NW,ESP_002,2019 W21,0,Warranty
1898,NW,ESP_003,2019 W21,1,Warranty
1899,NW,ESP_004,2019 W21,2,Warranty
1900,NW,ESP_005,2019 W21,1,Warranty
1901,NW,ESP_006,2019 W21,3,Warranty
1902,NW,ESP_007,2019 W21,1,Warranty
1903,NW,ESP_008,2019 W21,2,Warranty
1904,NW,PROD_001,2019 W22,38,Warranty
1905,NW,PROD_002,2019 W22,25,Warranty
1906,NW,PROD_003,2019 W22,21,Warranty
1907,NW,PROD_004,2019 W22,15,Warranty
1908,NW,PROD_005,2019 W22,13,Warranty
1909,NW,PROD_006,2019 W22,17,Warranty
1910,NW,PROD_007,2019 W22,14,Warranty
1911,NW,PROD_008,2019 W22,11,Warranty
1912,NW,ESP_001,2019 W22,4,Warranty
1913,NW,ESP_002,2019 W22,1,Warranty
1914,NW,ESP_003,2019 W22,2,Warranty
1915,NW,ESP_004,2019 W22,2,Warranty
1916,NW,ESP_005,2019 W22,2,Warranty
1917,NW,ESP_006,2019 W22,4,Warranty
1918,NW,ESP_007,2019 W22,2,Warranty
1919,NW,ESP_008,2019 W22,1,Warranty
1920,NW,PROD_001,2019 W23,36,Product
1921,NW,PROD_002,2019 W23,24,Product
1922,NW,PROD_003,2019 W23,15,Product
1923,NW,PROD_004,2019 W23,10,Product
1924,NW,PROD_005,2019 W23,13,Product
1925,NW,PROD_006,2019 W23,18,Product
1926,NW,PROD_007,2019 W23,11,Product
1927,NW,PROD_008,2019 W23,15,Product
1928,NW,ESP_001,2019 W23,4,Product
1929,NW,ESP_002,2019 W23,1,Product
1930,NW,ESP_003,2019 W23,2,Product
1931,NW,ESP_004,2019 W23,2,Product
1932,NW,ESP_005,2019 W23,2,Product
1933,NW,ESP_006,2019 W23,5,Product
1934,NW,ESP_007,2019 W23,2,Product
1935,NW,ESP_008,2019 W23,2,Product
1936,NW,PROD_001,2019 W24,35,Product
1937,NW,PROD_002,2019 W24,32,Product
1938,NW,PROD_003,2019 W24,16,Product
1939,NW,PROD_004,2019 W24,22,Product
1940,NW,PROD_005,2019 W24,27,Product
1941,NW,PROD_006,2019 W24,16,Product
1942,NW,PROD_007,2019 W24,10,Product
1943,NW,PROD_008,2019 W24,29,Product
1944,NW,ESP_001,2019 W24,5,Product
1945,NW,ESP_002,2019 W24,2,Product
1946,NW,ESP_003,2019 W24,2,Product
1947,NW,ESP_004,2019 W24,4,Product
1948,NW,ESP_005,2019 W24,4,Product
1949,NW,ESP_006,2019 W24,5,Product
1950,NW,ESP_007,2019 W24,2,Product
1951,NW,ESP_008,2019 W24,4,Product
1952,NW,PROD_001,2019 W25,26,Product
1953,NW,PROD_002,2019 W25,35,Product
1954,NW,PROD_003,2019 W25,18,Product
1955,NW,PROD_004,2019 W25,13,Product
1956,NW,PROD_005,2019 W25,19,Product
1957,NW,PROD_006,2019 W25,25,Product
1958,NW,PROD_007,2019 W25,17,Product
1959,NW,PROD_008,2019 W25,13,Product
1960,NW,ESP_001,2019 W25,3,Warranty
1961,NW,ESP_002,2019 W25,3,Warranty
1962,NW,ESP_003,2019 W25,2,Warranty
1963,NW,ESP_004,2019 W25,2,Warranty
1964,NW,ESP_005,2019 W25,3,Warranty
1965,NW,ESP_006,2019 W25,7,Warranty
1966,NW,ESP_007,2019 W25,3,Warranty
1967,NW,ESP_008,2019 W25,2,Warranty
1968,NW,PROD_001,2019 W26,22,Warranty
1969,NW,PROD_002,2019 W26,13,Warranty
1970,NW,PROD_003,2019 W26,14,Warranty
1971,NW,PROD_004,2019 W26,11,Warranty
1972,NW,PROD_005,2019 W26,11,Warranty
1973,NW,PROD_006,2019 W26,8,Warranty
1974,NW,PROD_007,2019 W26,8,Warranty
1975,NW,PROD_008,2019 W26,5,Warranty
1976,NW,ESP_001,2019 W26,3,Warranty
1977,NW,ESP_002,2019 W26,1,Warranty
1978,NW,ESP_003,2019 W26,2,Warranty
1979,NW,ESP_004,2019 W26,2,Warranty
1980,NW,ESP_005,2019 W26,2,Warranty
1981,NW,ESP_006,2019 W26,2,Warranty
1982,NW,ESP_007,2019 W26,2,Warranty
1983,NW,ESP_008,2019 W26,1,Warranty
1984,NW,PROD_001,2019 W27,23,Warranty
1985,NW,PROD_002,2019 W27,12,Warranty
1986,NW,PROD_003,2019 W27,10,Warranty
1987,NW,PROD_004,2019 W27,20,Warranty
1988,NW,PROD_005,2019 W27,4,Warranty
1989,NW,PROD_006,2019 W27,8,Warranty
1990,NW,PROD_007,2019 W27,13,Warranty
1991,NW,PROD_008,2019 W27,8,Warranty
1992,NW,ESP_001,2019 W27,3,Warranty
1993,NW,ESP_002,2019 W27,1,Warranty
1994,NW,ESP_003,2019 W27,1,Warranty
1995,NW,ESP_004,2019 W27,5,Warranty
1996,NW,ESP_005,2019 W27,1,Warranty
1997,NW,ESP_006,2019 W27,2,Warranty
1998,NW,ESP_007,2019 W27,3,Warranty
1999,NW,ESP_008,2019 W27,1,Warranty
2000,NW,PROD_001,2019 W28,27,Product
2001,NW,PROD_002,2019 W28,11,Product
2002,NW,PROD_003,2019 W28,14,Product
2003,NW,PROD_004,2019 W28,20,Product
2004,NW,PROD_005,2019 W28,8,Product
2005,NW,PROD_006,2019 W28,9,Product
2006,NW,PROD_007,2019 W28,6,Product
2007,NW,PROD_008,2019 W28,10,Product
2008,NW,ESP_001,2019 W28,4,Product
2009,NW,ESP_002,2019 W28,1,Product
2010,NW,ESP_003,2019 W28,2,Product
2011,NW,ESP_004,2019 W28,5,Product
2012,NW,ESP_005,2019 W28,2,Product
2013,NW,ESP_006,2019 W28,3,Product
2014,NW,ESP_007,2019 W28,1,Product
2015,NW,ESP_008,2019 W28,1,Product
2016,NW,PROD_001,2019 W29,31,Product
2017,NW,PROD_002,2019 W29,10,Product
2018,NW,PROD_003,2019 W29,16,Product
2019,NW,PROD_004,2019 W29,12,Product
2020,NW,PROD_005,2019 W29,14,Product
2021,NW,PROD_006,2019 W29,2,Product
2022,NW,PROD_007,2019 W29,16,Product
2023,NW,PROD_008,2019 W29,6,Product
2024,NW,ESP_001,2019 W29,5,Product
2025,NW,ESP_002,2019 W29,1,Product
2026,NW,ESP_003,2019 W29,3,Product
2027,NW,ESP_004,2019 W29,3,Product
2028,NW,ESP_005,2019 W29,3,Product
2029,NW,ESP_006,2019 W29,1,Product
2030,NW,ESP_007,2019 W29,3,Product
2031,NW,ESP_008,2019 W29,1,Product
2032,NW,PROD_001,2019 W03,29,Product
2033,NW,PROD_002,2019 W03,22,Product
2034,NW,PROD_003,2019 W03,23,Product
2035,NW,PROD_004,2019 W03,22,Product
2036,NW,PROD_005,2019 W03,16,Product
2037,NW,PROD_006,2019 W03,15,Product
2038,NW,PROD_007,2019 W03,17,Product
2039,NW,PROD_008,2019 W03,9,Product
2040,NW,ESP_001,2019 W03,3,Warranty
2041,NW,ESP_002,2019 W03,1,Warranty
2042,NW,ESP_003,2019 W03,3,Warranty
2043,NW,ESP_004,2019 W03,3,Warranty
2044,NW,ESP_005,2019 W03,3,Warranty
2045,NW,ESP_006,2019 W03,4,Warranty
2046,NW,ESP_007,2019 W03,3,Warranty
2047,NW,ESP_008,2019 W03,1,Warranty
2048,NW,PROD_001,2019 W30,29,Warranty
2049,NW,PROD_002,2019 W30,11,Warranty
2050,NW,PROD_003,2019 W30,11,Warranty
2051,NW,PROD_004,2019 W30,10,Warranty
2052,NW,PROD_005,2019 W30,16,Warranty
2053,NW,PROD_006,2019 W30,6,Warranty
2054,NW,PROD_007,2019 W30,9,Warranty
2055,NW,PROD_008,2019 W30,8,Warranty
2056,NW,ESP_001,2019 W30,5,Warranty
2057,NW,ESP_002,2019 W30,2,Warranty
2058,NW,ESP_003,2019 W30,2,Warranty
2059,NW,ESP_004,2019 W30,2,Warranty
2060,NW,ESP_005,2019 W30,4,Warranty
2061,NW,ESP_006,2019 W30,2,Warranty
2062,NW,ESP_007,2019 W30,2,Warranty
2063,NW,ESP_008,2019 W30,2,Warranty
2064,NW,PROD_001,2019 W31,24,Warranty
2065,NW,PROD_002,2019 W31,6,Warranty
2066,NW,PROD_003,2019 W31,16,Warranty
2067,NW,PROD_004,2019 W31,9,Warranty
2068,NW,PROD_005,2019 W31,11,Warranty
2069,NW,PROD_006,2019 W31,7,Warranty
2070,NW,PROD_007,2019 W31,4,Warranty
2071,NW,PROD_008,2019 W31,7,Warranty
2072,NW,ESP_001,2019 W31,5,Warranty
2073,NW,ESP_002,2019 W31,1,Warranty
2074,NW,ESP_003,2019 W31,3,Warranty
2075,NW,ESP_004,2019 W31,2,Warranty
2076,NW,ESP_005,2019 W31,3,Warranty
2077,NW,ESP_006,2019 W31,3,Warranty
2078,NW,ESP_007,2019 W31,1,Warranty
2079,NW,ESP_008,2019 W31,2,Warranty
2080,NW,PROD_001,2019 W32,30,Product
2081,NW,PROD_002,2019 W32,10,Product
2082,NW,PROD_003,2019 W32,10,Product
2083,NW,PROD_004,2019 W32,8,Product
2084,NW,PROD_005,2019 W32,13,Product
2085,NW,PROD_006,2019 W32,10,Product
2086,NW,PROD_007,2019 W32,12,Product
2087,NW,PROD_008,2019 W32,9,Product
2088,NW,ESP_001,2019 W32,7,Product
2089,NW,ESP_002,2019 W32,2,Product
2090,NW,ESP_003,2019 W32,2,Product
2091,NW,ESP_004,2019 W32,2,Product
2092,NW,ESP_005,2019 W32,4,Product
2093,NW,ESP_006,2019 W32,4,Product
2094,NW,ESP_007,2019 W32,3,Product
2095,NW,ESP_008,2019 W32,2,Product
2096,NW,PROD_001,2019 W33,25,Product
2097,NW,PROD_002,2019 W33,18,Product
2098,NW,PROD_003,2019 W33,17,Product
2099,NW,PROD_004,2019 W33,12,Product
2100,NW,PROD_005,2019 W33,10,Product
2101,NW,PROD_006,2019 W33,9,Product
2102,NW,PROD_007,2019 W33,10,Product
2103,NW,PROD_008,2019 W33,11,Product
2104,NW,ESP_001,2019 W33,5,Product
2105,NW,ESP_002,2019 W33,3,Product
2106,NW,ESP_003,2019 W33,3,Product
2107,NW,ESP_004,2019 W33,3,Product
2108,NW,ESP_005,2019 W33,3,Product
2109,NW,ESP_006,2019 W33,3,Product
2110,NW,ESP_007,2019 W33,2,Product
2111,NW,ESP_008,2019 W33,3,Product
2112,NW,PROD_001,2019 W34,25,Product
2113,NW,PROD_002,2019 W34,19,Product
2114,NW,PROD_003,2019 W34,17,Product
2115,NW,PROD_004,2019 W34,24,Product
2116,NW,PROD_005,2019 W34,14,Product
2117,NW,PROD_006,2019 W34,9,Product
2118,NW,PROD_007,2019 W34,19,Product
2119,NW,PROD_008,2019 W34,5,Product
2120,NW,ESP_001,2019 W34,5,Warranty
2121,NW,ESP_002,2019 W34,3,Warranty
2122,NW,ESP_003,2019 W34,3,Warranty
2123,NW,ESP_004,2019 W34,6,Warranty
2124,NW,ESP_005,2019 W34,3,Warranty
2125,NW,ESP_006,2019 W34,3,Warranty
2126,NW,ESP_007,2019 W34,4,Warranty
2127,NW,ESP_008,2019 W34,1,Warranty
2128,NW,PROD_001,2019 W35,27,Warranty
2129,NW,PROD_002,2019 W35,19,Warranty
2130,NW,PROD_003,2019 W35,16,Warranty
2131,NW,PROD_004,2019 W35,23,Warranty
2132,NW,PROD_005,2019 W35,12,Warranty
2133,NW,PROD_006,2019 W35,5,Warranty
2134,NW,PROD_007,2019 W35,9,Warranty
2135,NW,PROD_008,2019 W35,6,Warranty
2136,NW,ESP_001,2019 W35,5,Warranty
2137,NW,ESP_002,2019 W35,3,Warranty
2138,NW,ESP_003,2019 W35,3,Warranty
2139,NW,ESP_004,2019 W35,5,Warranty
2140,NW,ESP_005,2019 W35,3,Warranty
2141,NW,ESP_006,2019 W35,2,Warranty
2142,NW,ESP_007,2019 W35,2,Warranty
2143,NW,ESP_008,2019 W35,1,Warranty
2144,NW,PROD_001,2019 W36,24,Warranty
2145,NW,PROD_002,2019 W36,13,Warranty
2146,NW,PROD_003,2019 W36,13,Warranty
2147,NW,PROD_004,2019 W36,11,Warranty
2148,NW,PROD_005,2019 W36,4,Warranty
2149,NW,PROD_006,2019 W36,8,Warranty
2150,NW,PROD_007,2019 W36,7,Warranty
2151,NW,PROD_008,2019 W36,8,Warranty
2152,NW,ESP_001,2019 W36,4,Warranty
2153,NW,ESP_002,2019 W36,2,Warranty
2154,NW,ESP_003,2019 W36,3,Warranty
2155,NW,ESP_004,2019 W36,2,Warranty
2156,NW,ESP_005,2019 W36,1,Warranty
2157,NW,ESP_006,2019 W36,3,Warranty
2158,NW,ESP_007,2019 W36,1,Warranty
2159,NW,ESP_008,2019 W36,2,Warranty
2160,NW,PROD_001,2019 W37,35,Product
2161,NW,PROD_002,2019 W37,16,Product
2162,NW,PROD_003,2019 W37,22,Product
2163,NW,PROD_004,2019 W37,12,Product
2164,NW,PROD_005,2019 W37,17,Product
2165,NW,PROD_006,2019 W37,16,Product
2166,NW,PROD_007,2019 W37,5,Product
2167,NW,PROD_008,2019 W37,12,Product
2168,NW,ESP_001,2019 W37,5,Product
2169,NW,ESP_002,2019 W37,2,Product
2170,NW,ESP_003,2019 W37,4,Product
2171,NW,ESP_004,2019 W37,2,Product
2172,NW,ESP_005,2019 W37,3,Product
2173,NW,ESP_006,2019 W37,5,Product
2174,NW,ESP_007,2019 W37,1,Product
2175,NW,ESP_008,2019 W37,2,Product
2176,NW,PROD_001,2019 W38,30,Product
2177,NW,PROD_002,2019 W38,11,Product
2178,NW,PROD_003,2019 W38,13,Product
2179,NW,PROD_004,2019 W38,18,Product
2180,NW,PROD_005,2019 W38,15,Product
2181,NW,PROD_006,2019 W38,15,Product
2182,NW,PROD_007,2019 W38,10,Product
2183,NW,PROD_008,2019 W38,9,Product
2184,NW,ESP_001,2019 W38,4,Product
2185,NW,ESP_002,2019 W38,1,Product
2186,NW,ESP_003,2019 W38,2,Product
2187,NW,ESP_004,2019 W38,3,Product
2188,NW,ESP_005,2019 W38,3,Product
2189,NW,ESP_006,2019 W38,4,Product
2190,NW,ESP_007,2019 W38,2,Product
2191,NW,ESP_008,2019 W38,1,Product
2192,NW,PROD_001,2019 W39,34,Product
2193,NW,PROD_002,2019 W39,13,Product
2194,NW,PROD_003,2019 W39,16,Product
2195,NW,PROD_004,2019 W39,8,Product
2196,NW,PROD_005,2019 W39,11,Product
2197,NW,PROD_006,2019 W39,13,Product
2198,NW,PROD_007,2019 W39,8,Product
2199,NW,PROD_008,2019 W39,12,Product
2200,NW,ESP_001,2019 W39,3,Warranty
2201,NW,ESP_002,2019 W39,1,Warranty
2202,NW,ESP_003,2019 W39,2,Warranty
2203,NW,ESP_004,2019 W39,1,Warranty
2204,NW,ESP_005,2019 W39,2,Warranty
2205,NW,ESP_006,2019 W39,3,Warranty
2206,NW,ESP_007,2019 W39,1,Warranty
2207,NW,ESP_008,2019 W39,1,Warranty
2208,NW,PROD_001,2019 W04,34,Warranty
2209,NW,PROD_002,2019 W04,18,Warranty
2210,NW,PROD_003,2019 W04,19,Warranty
2211,NW,PROD_004,2019 W04,19,Warranty
2212,NW,PROD_005,2019 W04,18,Warranty
2213,NW,PROD_006,2019 W04,10,Warranty
2214,NW,PROD_007,2019 W04,10,Warranty
2215,NW,PROD_008,2019 W04,9,Warranty
2216,NW,ESP_001,2019 W04,4,Warranty
2217,NW,ESP_002,2019 W04,1,Warranty
